index,title,genres,tag
1855,Kurt & Courtney (1998),Documentary,May-December romance
1856,"Real Blonde, The (1997)",Comedy,chess
1857,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,death
1858,Taste of Cherry (Ta'm e guilass) (1997),Drama,robots
1859,Character (Karakter) (1997),Drama,Civil War
1860,Species II (1998),Horror|Sci-Fi,Shakespeare sort of
1862,Major League: Back to the Minors (1998),Comedy,black and white
1863,"Big Hit, The (1998)",Action|Comedy|Crime,Mafia
1866,Tarzan and the Lost City (1998),Action|Adventure,High School
1867,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,Simon and Garfunkel
1870,"Misérables, Les (1998)",Crime|Drama|Romance|War,hit men
1873,Clockwatchers (1997),Comedy,POW
1875,Deep Impact (1998),Drama|Sci-Fi|Thriller,incest
1876,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,aliens
1881,Godzilla (1998),Action|Sci-Fi|Thriller,Cold
1882,Bulworth (1998),Comedy|Drama|Romance,skiing
1883,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,Stephen King
1884,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,Stephen King
1885,Almost Heroes (1998),Adventure|Comedy|Western,serial killer
1887,Hope Floats (1998),Comedy|Drama|Romance,POW
1888,Insomnia (1997),Drama|Mystery|Thriller,Vietnam
1889,"Ugly, The (1997)",Horror|Thriller,revenge
1891,"Perfect Murder, A (1998)",Thriller,assassination
1892,Beyond Silence (Jenseits der Stille) (1996),Drama,brainwashing
1893,Six Days Seven Nights (1998),Adventure|Comedy|Romance,murder
1894,Can't Hardly Wait (1998),Comedy|Drama|Romance,time travel
1895,High Art (1998),Drama|Romance,World War II
1897,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,prison
1900,Dream for an Insomniac (1996),Drama|Romance,In Netflix queue
1902,Henry Fool (1997),Comedy|Drama,spoof
1904,Mr. Jealousy (1997),Comedy|Romance,In Netflix queue
1906,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,Nazis
1907,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,Disney
1909,I Went Down (1997),Comedy|Crime|Drama,gunfight
1910,Dr. Dolittle (1998),Comedy,Hammett
1911,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,high school
1912,Picnic at Hanging Rock (1975),Drama|Mystery,heavy metal
1913,Smoke Signals (1998),Comedy|Drama,mockumentary
1914,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,music
1916,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,archaeology
1917,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,Holy Grail
1918,Madeline (1998),Children|Comedy,television
1919,Small Soldiers (1998),Animation|Children|Fantasy|War,India
1920,Pi (1998),Drama|Sci-Fi|Thriller,E. M. Forster
1921,Whatever (1998),Drama,Cambodia
1922,There's Something About Mary (1998),Comedy|Romance,Vietnam
1923,Plan 9 from Outer Space (1959),Horror|Sci-Fi,Shakespeare sort of
1924,"Broadway Melody, The (1929)",Musical,space
1926,All Quiet on the Western Front (1930),Action|Drama|War,baseball
1927,Cimarron (1931),Drama|Western,India
1928,Grand Hotel (1932),Drama|Romance,crime
1929,Mutiny on the Bounty (1935),Adventure|Drama,New York
1931,"Great Ziegfeld, The (1936)",Drama|Musical,birds
1932,"Life of Emile Zola, The (1937)",Drama,remake
1933,You Can't Take It with You (1938),Comedy|Romance,lawyer
1934,Mrs. Miniver (1942),Drama|War,high school
1936,Going My Way (1944),Comedy|Drama|Musical,prom
1937,"Lost Weekend, The (1945)",Drama,Stephen King
1938,"Best Years of Our Lives, The (1946)",Drama|War,vampires
1939,Gentleman's Agreement (1947),Drama,demons
1940,Hamlet (1948),Drama,personals ads
1941,All the King's Men (1949),Drama,religion
1942,From Here to Eternity (1953),Drama|Romance|War,Borg
1944,On the Waterfront (1954),Crime|Drama,ex-con
1945,Marty (1955),Drama|Romance,In Netflix queue
1946,West Side Story (1961),Drama|Musical|Romance,religion
1947,Tom Jones (1963),Adventure|Comedy|Romance,Arthur Miller
1948,"Man for All Seasons, A (1966)",Drama,dogs
1949,In the Heat of the Night (1967),Drama|Mystery,remake
1950,Oliver! (1968),Drama|Musical,Klingons
1951,Midnight Cowboy (1969),Drama,Captain Kirk
1952,"French Connection, The (1971)",Action|Crime|Thriller,whales
1953,Rocky (1976),Drama,superhero
1954,Kramer vs. Kramer (1979),Drama,high school
1955,Ordinary People (1980),Drama,high school
1956,Chariots of Fire (1981),Drama,Shark
1957,Terms of Endearment (1983),Comedy|Drama,shark
1958,Out of Africa (1985),Drama|Romance,sports
1959,"Last Emperor, The (1987)",Drama,Coen Brothers
1960,Rain Man (1988),Drama,spying
1961,Driving Miss Daisy (1989),Drama,Hemingway
1962,Take the Money and Run (1969),Comedy|Crime,slasher
1963,Klute (1971),Drama|Mystery,spoof
1964,Repo Man (1984),Comedy|Sci-Fi,Hawkeye
1965,Metropolitan (1990),Comedy,James Fennimore Cooper
1966,Labyrinth (1986),Adventure|Fantasy|Musical,Shakespeare
1967,"Breakfast Club, The (1985)",Comedy|Drama,Conan
1968,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,Andrew Lloyd Weber
1969,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,In Netflix queue
1970,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,Vietnam
1971,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,mental illness
1972,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,In Netflix queue
1973,Friday the 13th (1980),Horror|Mystery|Thriller,mockumentary
1974,Friday the 13th Part 2 (1981),Horror,Mafia
1975,Friday the 13th Part 3: 3D (1982),Horror,jungle
1976,Friday the 13th Part IV: The Final Chapter (1984),Horror,lawyer
1977,Friday the 13th Part V: A New Beginning (1985),Horror,Tolstoy
1978,Friday the 13th Part VI: Jason Lives (1986),Horror,hit men
1979,Friday the 13th Part VII: The New Blood (1988),Horror,reunion
1980,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,reunion
1981,Halloween (1978),Horror,ballroom dance
1982,Halloween II (1981),Horror,In Netflix queue
1983,Halloween III: Season of the Witch (1982),Horror,dinosaurs
1984,Halloween 4: The Return of Michael Myers (1988),Horror,death
1985,Halloween 5: The Revenge of Michael Myers (1989),Horror,weddings
1986,Prom Night (1980),Horror,transplants
1987,Prom Night IV: Deliver Us From Evil (1992),Horror,aliens
1990,Child's Play (1988),Horror|Thriller,military
1991,Child's Play 2 (1990),Horror|Thriller,president
1992,Child's Play 3 (1991),Comedy|Horror|Thriller,Tom Clancy
1993,Poltergeist (1982),Horror|Thriller,Police
1994,Poltergeist II: The Other Side (1986),Horror|Thriller,twist ending
1995,Poltergeist III (1988),Horror|Thriller,1970s
1996,"Exorcist, The (1973)",Horror|Mystery,England
1997,Exorcist II: The Heretic (1977),Horror,Queen Victoria
1998,"Exorcist III, The (1990)",Horror,lawyers
1999,Lethal Weapon (1987),Action|Comedy|Crime|Drama,Henry James
2000,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,future
2001,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,military
2002,Gremlins (1984),Comedy|Horror,In Netflix queue
2003,Gremlins 2: The New Batch (1990),Comedy|Horror,Amish
2004,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,alternate universe
2005,"Mask of Zorro, The (1998)",Action|Comedy|Romance,TV
2006,Polish Wedding (1998),Comedy,Henry James
2007,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,Savannah
2008,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,sequel
2009,Metropolis (1927),Drama|Sci-Fi,slasher
2010,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,spoof
2011,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,Canada
2012,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,death
2013,Freaky Friday (1977),Children|Comedy|Fantasy,shipwreck
2014,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,Coen Brothers
2015,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,Charles Dickens
2016,Babes in Toyland (1961),Children|Fantasy|Musical,amnesia
2017,Bambi (1942),Animation|Children|Drama,1980s
2018,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,In Netflix queue
2019,Dangerous Liaisons (1988),Drama|Romance,politics
2020,Dune (1984),Adventure|Sci-Fi,twist ending
2021,"Last Temptation of Christ, The (1988)",Drama,No DVD at Netflix
2022,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,In Netflix queue
2023,"Rapture, The (1991)",Drama|Mystery,In Netflix queue
2024,Lolita (1997),Drama|Romance,generation X
2025,Disturbing Behavior (1998),Horror|Thriller,conspiracy
2026,Jane Austen's Mafia! (1998),Comedy|Crime,heist
2027,Saving Private Ryan (1998),Action|Drama|War,Australia
2028,"Barefoot Executive, The (1971)",Children|Comedy,space
2032,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,mathematics
2033,"Black Hole, The (1979)",Children|Sci-Fi,ships
2034,Blackbeard's Ghost (1968),Children|Comedy,alcoholism
2035,Blank Check (1994),Children|Comedy,anti-Semitism
2036,Candleshoe (1977),Adventure|Children|Comedy,Judaism
2037,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,Huey Long
2038,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,In Netflix queue
2040,Condorman (1981),Action|Adventure|Children|Comedy,Robert Penn Warren
2041,D2: The Mighty Ducks (1994),Children|Comedy,boxing
2042,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,coulda been a contender
2043,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,Gangs
2044,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,racism
2046,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,Dickens
2048,Herbie Goes Bananas (1980),Adventure|Children|Comedy,prostitution
2050,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,drugs
2051,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,police
2052,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,boxing
2053,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,sports
2054,Hot Lead and Cold Feet (1978),Action|Comedy|Western,divorce
2055,In Search of the Castaways (1962),Adventure|Children,Olympics
2056,"Incredible Journey, The (1963)",Adventure|Children,sports
2057,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,adultery
2058,"Parent Trap, The (1998)",Children|Comedy|Romance,Africa
2059,BASEketball (1998),Comedy,China
2060,Roger & Me (1989),Documentary,autism
2064,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,rasicm
2065,Out of the Past (1947),Film-Noir,Jason
2066,Doctor Zhivago (1965),Drama|Romance|War,Jason
2067,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,Jason
2068,"Trip to Bountiful, The (1985)",Drama,Jason
2069,Tender Mercies (1983),Drama|Romance|Western,Jason
2070,And the Band Played On (1993),Drama,halloween
2071,"'burbs, The (1989)",Comedy,halloween
2072,Fandango (1985),Comedy,ghosts
2073,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,ghosts
2074,Mephisto (1981),Drama|War,ghosts
2075,Blue Velvet (1986),Drama|Mystery|Thriller,demons
2076,"Journey of Natty Gann, The (1985)",Adventure|Children,California
2077,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,Mexico
2078,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,time travel
2080,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,samurai
2081,"Mighty Ducks, The (1992)",Children|Comedy,adultery
2082,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,Bible
2083,Newsies (1992),Children|Musical,Katzanzakis
2084,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,World War II
2085,Peter Pan (1953),Animation|Children|Fantasy|Musical,Disney
2087,Popeye (1980),Adventure|Comedy|Musical,police
2088,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,twins
2089,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,General Motors
2090,Return from Witch Mountain (1978),Children|Sci-Fi,Michigan
2091,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,In Netflix queue
2092,Return to Oz (1985),Adventure|Children|Fantasy,memory
2093,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,music
2094,"Shaggy D.A., The (1976)",Children|Comedy,AIDs
2095,Sleeping Beauty (1959),Animation|Children|Musical,In Netflix queue
2096,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,sexuality
2097,Son of Flubber (1963),Children|Comedy,suburbia
2098,Song of the South (1946),Adventure|Animation|Children|Musical,Disney
2099,Splash (1984),Comedy|Fantasy|Romance,Disney
2100,Steamboat Willie (1928),Animation|Children|Comedy|Musical,Disney
2102,Tall Tale (1995),Adventure|Children|Fantasy|Western,carnival
2103,Tex (1982),Drama,Ray Bradbury
2104,Tron (1982),Action|Adventure|Sci-Fi,mermaid
2105,Swing Kids (1993),Drama|War,weather forecaster
2106,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,S.E. Hinton
2107,L.A. Story (1991),Comedy|Romance,archaeology
2108,"Jerk, The (1979)",Comedy,Tolkein
2109,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,Stephen King
2110,"Man with Two Brains, The (1983)",Comedy,Stephen King
2111,Grand Canyon (1991),Crime|Drama,Stephen King
2112,"Outsiders, The (1983)",Drama,mice
2114,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,1980s
2115,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,high school
2116,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,demons
2117,"Dead Zone, The (1983)",Thriller,vampires
2118,Maximum Overdrive (1986),Horror,aquarium
2119,Needful Things (1993),Drama|Horror,Boston
2120,Cujo (1983),Horror|Thriller,personals ads
2121,Children of the Corn (1984),Horror|Thriller,murder
2122,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,theater
2123,"Addams Family, The (1991)",Children|Comedy|Fantasy,Capone
2124,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,gangsters
2125,Snake Eyes (1998),Action|Crime|Mystery|Thriller,survival
2126,Atlantic City (1980),Crime|Drama|Romance,small towns
2130,Autumn Sonata (Höstsonaten) (1978),Drama,paranoia
2131,Who's Afraid of Virginia Woolf? (1966),Drama,train
2132,Adventures in Babysitting (1987),Adventure|Comedy,journalism
2133,Weird Science (1985),Comedy|Fantasy|Sci-Fi,Mafia
2134,Doctor Dolittle (1967),Adventure|Children|Musical,In Your Eyes
2135,"Nutty Professor, The (1963)",Comedy|Sci-Fi,Lloyd Dobbler
2136,Charlotte's Web (1973),Animation|Children,Mafia
2137,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,court
2138,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,military
2139,"Dark Crystal, The (1982)",Adventure|Fantasy,freaks
2140,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,Screwball
2141,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,Broadway
2142,Legend (1985),Adventure|Fantasy|Romance,court
2143,Sixteen Candles (1984),Comedy|Romance,adolescence
2144,Pretty in Pink (1986),Comedy|Drama|Romance,death penalty
2145,St. Elmo's Fire (1985),Drama|Romance,freaks
2146,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,Holocaust
2147,House (1986),Comedy|Fantasy|Horror,racism
2148,House II: The Second Story (1987),Comedy|Fantasy|Horror,terrorism
2149,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,football
2150,"Gods Must Be Crazy II, The (1989)",Comedy,England
2151,Air Bud: Golden Receiver (1998),Children|Comedy,In Netflix queue
2152,"Avengers, The (1998)",Action|Adventure,Pixar
2153,How Stella Got Her Groove Back (1998),Drama|Romance,South America
2154,"Slums of Beverly Hills, The (1998)",Comedy|Drama,In Netflix queue
2155,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,In Netflix queue
2156,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,heist
2159,Rosemary's Baby (1968),Drama|Horror|Thriller,Bible
2160,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,Moses
2161,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,England
2162,Attack of the Killer Tomatoes! (1978),Comedy|Horror,boxing
2163,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,boxing
2164,Your Friends and Neighbors (1998),Comedy|Drama,boxing
2165,Return to Paradise (1998),Crime|Drama|Romance|Thriller,martial arts
2166,Blade (1998),Action|Horror|Thriller,martial arts
2167,Dead Man on Campus (1998),Comedy,martial arts
2169,Wrongfully Accused (1998),Action|Comedy,christmas
2170,Next Stop Wonderland (1998),Comedy|Drama|Romance,e-mail
2171,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,remake
2172,Beetlejuice (1988),Comedy|Fantasy,doctors
2174,Déjà Vu (1997),Drama|Romance,In Netflix queue
2175,Rope (1948),Crime|Drama|Thriller,kidnapping
2176,Family Plot (1976),Comedy|Thriller,religion
2177,Frenzy (1972),Thriller,Australia
2178,Topaz (1969),Thriller,Australia
2179,Torn Curtain (1966),Thriller,food
2180,Marnie (1964),Drama|Mystery|Romance|Thriller,Holocaust
2181,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,Hungary
2182,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,stapler
2183,"Trouble with Harry, The (1955)",Comedy|Mystery,workplace
2184,I Confess (1953),Thriller,disability
2185,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,Stephen King
2186,Stage Fright (1950),Mystery|Romance|Thriller,twist ending
2187,54 (1998),Drama,ghosts
2188,Why Do Fools Fall In Love? (1998),Drama,evil children
2190,Willow (1988),Action|Adventure|Fantasy,evil children
2193,"Untouchables, The (1987)",Action|Crime|Drama,Siam
2194,Dirty Work (1998),Comedy,alternate universe
2195,Knock Off (1998),Action,Shakespeare sort of
2196,"Paradine Case, The (1947)",Drama,black and white
2201,Lifeboat (1944),Drama|War,high school
2202,Shadow of a Doubt (1943),Crime|Drama|Thriller,southern US
2203,Saboteur (1942),Mystery|Thriller,golfing
2204,Mr. & Mrs. Smith (1941),Comedy|Romance,virtual reality
2205,Suspicion (1941),Film-Noir|Mystery|Thriller,motherhood
2206,Jamaica Inn (1939),Drama,prequel
2207,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,the Force
2208,Sabotage (1936),Thriller,superhero
2210,Secret Agent (1936),Thriller,superhero
2211,"Man Who Knew Too Much, The (1934)",Drama|Thriller,superhero
2212,"Ring, The (1927)",Drama,In Netflix queue
2226,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,aliens
2227,Rounders (1998),Drama,1950s
2231,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,In Netflix queue
2232,Simon Birch (1998),Drama,alternate endings
2236,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,Star Trek
2239,My Bodyguard (1980),Drama,spiders
2240,Class (1983),Comedy,claims to be true
2241,Broadcast News (1987),Comedy|Drama|Romance,video
2243,"Allnighter, The (1987)",Comedy|Romance,sexuality
2244,Working Girl (1988),Comedy|Drama|Romance,ghosts
2245,Married to the Mob (1988),Comedy,Ghosts
2247,Say Anything... (1989),Comedy|Drama|Romance,remake
2248,My Blue Heaven (1990),Comedy,superhero
2249,Hero (1992),Comedy|Drama,heist
2252,Toys (1992),Comedy|Fantasy,crucifixion
2253,Young Doctors in Love (1982),Comedy,Rome
2255,Parasite (1982),Horror|Sci-Fi,slavery
2256,No Small Affair (1984),Comedy|Romance,Missionary
2257,Blame It on Rio (1984),Comedy|Romance,Priest
2259,Wisdom (1986),Crime|Drama,nostalgia
2260,One Crazy Summer (1986),Comedy,radio
2261,About Last Night... (1986),Comedy|Drama|Romance,robots
2262,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,ghosts
2263,We're No Angels (1989),Comedy|Crime,I see dead people
2264,Nothing But Trouble (1991),Adventure|Comedy,Stephen King
2265,"Butcher's Wife, The (1991)",Comedy|Romance,aviation
2266,Mortal Thoughts (1991),Mystery|Thriller,spoof
2267,"Few Good Men, A (1992)",Crime|Drama|Thriller,children
2268,Indecent Proposal (1993),Drama|Romance,gambling
2269,Permanent Midnight (1998),Drama,lawyers
2271,One True Thing (1998),Drama,Christmas
2272,Rush Hour (1998),Action|Comedy|Crime|Thriller,aliens
2273,Six-String Samurai (1998),Action|Adventure|Sci-Fi,Beatles
2275,Ronin (1998),Action|Crime|Thriller,river
2278,Urban Legend (1998),Horror|Thriller,England
2279,Clay Pigeons (1998),Crime,King Arthur
2280,Monument Ave. (1998),Action|Crime|Drama,In Netflix queue
2281,Pecker (1998),Comedy|Drama,prostitution
2282,"Sheltering Sky, The (1990)",Drama,High School
2283,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,Academy award (Best Supporting Actress)
2286,Them! (1954),Horror|Sci-Fi|Thriller,Indonesia
2287,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,journalism
2288,"Player, The (1992)",Comedy|Crime|Drama,adultery
2289,Stardust Memories (1980),Comedy|Drama,gambling
2290,Edward Scissorhands (1990),Drama|Fantasy|Romance,screwball
2291,Overnight Delivery (1998),Comedy|Romance,In Netflix queue
2292,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,nightclub
2294,"Impostors, The (1998)",Comedy,island
2295,"Night at the Roxbury, A (1998)",Comedy,Vietnam
2296,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,gambling
2297,Strangeland (1998),Thriller,violence
2298,"Producers, The (1968)",Comedy,brothers
2300,History of the World: Part I (1981),Comedy|Musical,lawn mower
2301,My Cousin Vinny (1992),Comedy,evil children
2302,Nashville (1975),Drama|Musical,time travel
2303,Love Is the Devil (1998),Drama,live action/animation
2304,Holy Man (1998),Comedy,anime
2306,One Tough Cop (1998),Action|Crime,tobacco
2307,"Mighty, The (1998)",Drama,true story
2310,2010: The Year We Make Contact (1984),Sci-Fi,In Netflix queue
2311,Children of a Lesser God (1986),Drama,dance marathon
2312,"Elephant Man, The (1980)",Drama,Shakespeare
2313,Beloved (1998),Drama,samurai
2314,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,class
2315,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,camp
2316,Happiness (1998),Comedy|Drama,memory
2318,Apt Pupil (1998),Drama|Thriller,music
2320,Pleasantville (1998),Comedy|Drama|Fantasy,religion
2321,Soldier (1998),Action|Sci-Fi|War,In Netflix queue
2322,"Cruise, The (1998)",Documentary,high school
2323,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,New York
2324,Orgazmo (1997),Comedy,In Netflix queue
2325,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,Up series
2327,Vampires (1998),Horror|Western,Ichabod Crane
2328,American History X (1998),Crime|Drama,christmas
2329,Hands on a Hard Body (1996),Comedy|Documentary,new york
2330,Living Out Loud (1998),Comedy|Drama|Romance,depression
2331,Belly (1998),Crime|Drama,dust bowl
2332,Gods and Monsters (1998),Drama,remade
2333,"Siege, The (1998)",Action|Thriller,baseball
2334,"Waterboy, The (1998)",Comedy,sports
2335,Elizabeth (1998),Drama,adultery
2336,Velvet Goldmine (1998),Drama,homeless
2337,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,racism
2338,I'll Be Home For Christmas (1998),Comedy|Romance,Pixar
2339,Meet Joe Black (1998),Romance,men in drag
2340,Hard Core Logo (1996),Comedy|Drama,Graham Greene
2342,Runaway Train (1985),Action|Adventure|Drama|Thriller,fatherhood
2344,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,Stephen King
2346,"Pope of Greenwich Village, The (1984)",Drama,black-and-white
2347,Sid and Nancy (1986),Drama,L.A.
2348,Mona Lisa (1986),Comedy|Thriller,Andy Kaufman
2349,Heart Condition (1990),Comedy,spoof
2350,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,Europe
2351,"Big Chill, The (1983)",Comedy|Drama,murder
2352,Enemy of the State (1998),Action|Thriller,boxing
2353,"Rugrats Movie, The (1998)",Animation|Children|Comedy,Shakespeare
2354,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,In Netflix queue
2355,Celebrity (1998),Comedy,high school
2356,Central Station (Central do Brasil) (1998),Drama,a dingo ate my baby
2357,Savior (1998),Drama|War,Australia
2358,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,nuns
2359,"Celebration, The (Festen) (1998)",Drama,In Netflix queue
2360,Pink Flamingos (1972),Comedy,plastic surgery
2361,Glen or Glenda (1953),Drama,Ireland
2362,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,E.M. Forster
2363,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,basketball
2364,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,figure skating
2365,King Kong (1933),Action|Adventure|Fantasy|Horror,slasher
2366,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,spoof
2367,King Kong Lives (1986),Adventure|Sci-Fi,sexuality
2368,Desperately Seeking Susan (1985),Comedy|Drama|Romance,big top
2369,"Emerald Forest, The (1985)",Action|Adventure|Drama,circus
2370,Fletch (1985),Comedy|Crime|Mystery,blind
2371,Fletch Lives (1989),Comedy,orphans
2372,Red Sonja (1985),Action|Adventure|Fantasy,writing
2373,Gung Ho (1986),Comedy|Drama,adolescence
2374,"Money Pit, The (1986)",Comedy,sexuality
2375,"View to a Kill, A (1985)",Action|Adventure|Thriller,In Netflix queue
2376,Lifeforce (1985),Horror|Sci-Fi,remade
2377,Police Academy (1984),Comedy|Crime,basketball
2378,Police Academy 2: Their First Assignment (1985),Comedy|Crime,subway
2379,Police Academy 3: Back in Training (1986),Comedy|Crime,Peace Corp
2380,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,politics
2381,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,president
2382,Police Academy 6: City Under Siege (1989),Comedy|Crime,scandal
2383,Babe: Pig in the City (1998),Adventure|Children|Drama,true story
2384,Home Fries (1998),Comedy|Romance,lawyers
2385,Very Bad Things (1998),Comedy|Crime,college
2387,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,TOGA
2388,Psycho (1998),Crime|Horror|Thriller,racism
2389,Little Voice (1998),Comedy,aardman
2390,"Simple Plan, A (1998)",Crime|Drama|Thriller,Insurance
2391,Jack Frost (1998),Children|Comedy|Drama,Pearl S Buck
2392,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,Hepburn and Tracy
2393,"Prince of Egypt, The (1998)",Animation|Musical,interracial marriage
2394,Rushmore (1998),Comedy|Drama,prejudice
2395,Shakespeare in Love (1998),Comedy|Drama|Romance,racism
2396,Miracle on 34th Street (1947),Comedy|Drama,In Netflix queue
2398,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,island
